Class	Cancer	Gene1	Gene2	PValue	correlation.pvalue	Mutex	PvalPathway
positive	LUAD	KRAS	SERPINI1	0.182903754792482	0.292551995353517	0.999999997169991	0
positive	LUAD	KRAS	SH2D3A	0.0885199335646137	0.373654835077768	0.999838711757741	0
positive	LUAD	KRAS	SH3PXD2B	0.640117933859298	0.187563513118473	0.612016895426258	0
positive	LUAD	KRAS	SHFM1	0.526262037956847	0.514684270472346	0.994655919151238	0
positive	LUAD	KRAS	SLC11A2	0.380402974346402	0.74035382524984	1	0
positive	LUAD	KRAS	SLITRK2	0.208019396035208	0.72698121860315	0.590744104755622	0
positive	LUAD	KRAS	SNAP23	0.561786240480031	0.964798044703751	0.999352148533771	0
positive	LUAD	KRAS	SNRPN	0.849216427862176	0.275624155548143	0.999775536807878	0
positive	LUAD	KRAS	SNW1	0.994299136442262	0.00013459089726743	0.999067330392355	0
positive	LUAD	KRAS	SNX2	0.510895328591944	0.223908612522778	0.480284500237388	0
positive	LUAD	KRAS	SON	0.347579858732174	0.310429244225563	0.000532394544049408	0
positive	LUAD	KRAS	SORT1	0.619250676546119	0.25225036259275	0.330100959596836	0.667015402499273
positive	LUAD	KRAS	SPAST	0.316369818165716	2.01029844290742e-05	0.999997581288508	0
positive	LUAD	KRAS	SPATA17	0.0731334073982659	0.145870958184582	0.457203207911978	0
positive	LUAD	KRAS	SPTBN5	0.0138666324523616	0.0744287793498075	0.999775322979445	0
positive	LUAD	KRAS	SPTY2D1	0.230017536960035	2.31442506079265e-05	0.998708940348147	0
positive	LUAD	KRAS	SRD5A2	0.559560481634898	0.329720470773806	0.999997581288508	0.667015402499273
positive	LUAD	KRAS	STT3A	0.906801530965617	0.406774462509057	0.829898679919095	0
positive	LUAD	KRAS	SUV39H2	0.206269809382325	0.00178310211473511	0.95636858066801	0
positive	LUAD	KRAS	SYPL2	1	0.417336970707724	0.341752775878656	0
positive	LUAD	KRAS	SYTL2	0.245476403785091	0.362919313301958	0.877808728035904	0
positive	LUAD	KRAS	TAPBP	0.405973537590698	0.092410543396515	0.978331284823843	0
positive	LUAD	KRAS	TBCD	0.0834024760610335	0.827484284466927	0.999933283596398	0
positive	LUAD	KRAS	TDRD7	0.629075854385328	0.0798228554275978	0.450230809305406	0
positive	LUAD	KRAS	TEAD2	0.738265325169233	0.00728102600059143	0.991411051680516	0
positive	LUAD	KRAS	TGIF2	0.417815835306174	0.25473363892347	0.999997487963984	0
positive	LUAD	KRAS	THOC1	0.281309565019128	0.393862754844323	0.986702276799879	0
positive	LUAD	KRAS	TIMM22	0.395792044680688	0.0520286787509766	0.999965645193124	0
positive	LUAD	KRAS	TK2	0.718806000080475	0.0561873701409584	0.82049420961823	0
positive	LUAD	KRAS	TKTL1	0.000269302272695767	0.730153917273487	0.817612335284164	0
positive	LUAD	KRAS	TMED10	0.368146537259939	0.626351617337253	0.999139103199759	0
positive	LUAD	KRAS	TMEM177	0.198404888873379	0.820525482540059	0.999999507802992	0
positive	LUAD	KRAS	TOMM20	0.0257347917471474	0.809379965646453	0.374995026567811	0
positive	LUAD	KRAS	TPP2	0.614344890237392	0.679138049751633	0.520172234323464	0
positive	LUAD	KRAS	TRIM3	0.233749007694255	0.0854003085384231	0.999486925781652	0
positive	LUAD	KRAS	TRIM36	0.134249259265971	0.607263779093706	0.203541706312922	0
positive	LUAD	KRAS	TRIM39	0.036965296011672	0.469439486022265	0.993641480547758	0
positive	LUAD	KRAS	TRIM44	0.546392402348445	0.0172995841900729	0.999695067456015	0
positive	LUAD	KRAS	TSPAN15	0.340863568075502	0.647247546491428	0.971121756228533	0
positive	LUAD	KRAS	TSSK1B	0.215123806660872	0.101574341909853	0.386961965870319	0
positive	LUAD	KRAS	TTC21B	0.488291389778929	0.0482355170982093	0.999506617494478	0
positive	LUAD	KRAS	TUBGCP4	0.157420513628725	9.30004866673658e-05	0.999630401989432	0
positive	LUAD	KRAS	TULP2	0.00294145740045475	0.0911312451349982	0.994785878244739	0
positive	LUAD	KRAS	TWIST1	0.544358000171693	0.207440609163927	0.97300431122985	0
positive	LUAD	KRAS	UBAC2	0.980158502306945	0.169504992089468	0.448488270963457	0
positive	LUAD	KRAS	UBB	0.383997623742996	0.216061892719304	0.999998870253678	0
positive	LUAD	KRAS	UBC	0.791199596504952	0.005272808035111	1	0
positive	LUAD	KRAS	UBE2D1	0.193878818896977	0.793275602868746	0.996589860664078	0
positive	LUAD	KRAS	UBE2I	0.427323244544008	0.058414918825084	0.21680508087197	0
positive	LUAD	KRAS	UBE2M	0.11101004421284	0.0484198261285528	0.979080872126937	0
positive	LUAD	KRAS	UBE2R2	0.589690486463582	0.0166452848358259	0.782631934885738	0
positive	LUAD	KRAS	UBE3B	0.863856592656282	0.000471557605208735	1	0
positive	LUAD	KRAS	UBTF	0.282670936611205	0.14849651178425	0.999933195957145	0
positive	LUAD	KRAS	UHRF2	0.642970804550757	0.618453539463178	0.0339186787937424	0
positive	LUAD	KRAS	USP30	0.834105758310558	0.00152918958092045	1	0
positive	LUAD	KRAS	USP6	0.273410101835993	0.727646293064304	0.999998146807107	0
positive	LUAD	KRAS	VNN1	0.00272282528484488	0.72825893277562	0.928103198453784	0
positive	LUAD	KRAS	VPRBP	0.858346165050594	0.033337150643584	0.999985686760527	0
positive	LUAD	KRAS	VPS52	0.0556396725752722	0.439778895031153	0.978331284823843	0
positive	LUAD	KRAS	WASF3	0.0120688498772405	0.868210361274099	0.684578394634922	0
positive	LUAD	KRAS	WDR36	0.553224493199617	0.000150049812177493	0.350735607036602	0
positive	LUAD	KRAS	WDR37	0.704639994779133	0.210328314312352	0.83864938231629	0
positive	LUAD	KRAS	WFDC12	0.000526641605819157	0.722390725380265	0.999982448739383	0
positive	LUAD	KRAS	WWC1	0.836134366703954	0.0976534176046399	0.49902080671035	0
positive	LUAD	KRAS	XPO1	0.260983524743142	4.94400913425582e-07	0.999999831532593	0
positive	LUAD	KRAS	YAP1	0.0635414015002365	0.916038735628258	0.83260442545789	0
positive	LUAD	KRAS	ZBTB5	0.339286733382865	0.194052446157842	0.896384193046901	0
positive	LUAD	KRAS	ZC3H10	0.744455763295213	0.51466461368188	1	0
positive	LUAD	KRAS	ZC3H13	0.84068612082635	0.253272617539894	0.905998884542542	0
positive	LUAD	KRAS	ZC3H15	0.932575087872559	0.00522802967659401	0.999957878252629	0
positive	LUAD	KRAS	ZC3H18	0.0821304992182596	0.000388379643452818	0.795863339351012	0
positive	LUAD	KRAS	ZC3HAV1L	0.128544969113651	0.00404583138016542	0.908951846350593	0
positive	LUAD	KRAS	ZGPAT	0.445528380230899	0.634421979266613	0.998020239386371	0
positive	LUAD	KRAS	ZMAT1	0.172563441753407	0.00971501301679152	0.198814338721646	0
positive	LUAD	KRAS	ZNF12	0.182063305281917	0.640351097403739	0.989243158473876	0
positive	LUAD	KRAS	ZNF260	0.756792160419579	0.0070039443725809	0.999987433165962	0
positive	LUAD	KRAS	ZNF584	0.123188897641059	0.0301920077386505	0.979080872126937	0
positive	BRCA	BRCA1	ABCB8	0.710815700256723	0.000348891034158601	0.999227660049524	0
positive	BRCA	BRCA1	ACER3	0.9039427692748	0.000168628042499016	0.962589236186239	0
positive	BRCA	BRCA1	ACOT11	0.0209640805379449	0.0426160942059774	0.217846755635625	0
positive	BRCA	BRCA1	ACTL6A	0.791817307171133	1.94107079742031e-13	0.999778678625135	0
positive	BRCA	BRCA1	ADIPOQ	0.739027312711789	0.000133971964287909	0.999894004556311	0
positive	BRCA	BRCA1	AGTR1	0.0708501090093504	0.00817590956685109	0.998718521518548	0
positive	BRCA	BRCA1	AKR1C4	0.267318295483368	0.224354269137847	0.999674597974966	0
positive	BRCA	BRCA1	APOD	0.00984260080253065	0.199408089670316	0.999968280888715	0
positive	BRCA	BRCA1	AQP11	0.149992610463129	0.296397735160856	0.980818413481563	0
positive	BRCA	BRCA1	ARC	0.0434597919904584	0.115086833321719	0.999999996388211	0
positive	BRCA	BRCA1	ARFGAP1	0.822210572268669	3.15481162077701e-05	0.99999999999992	0
positive	BRCA	BRCA1	ARHGEF2	0.235874519835102	0.00579231953738155	0.999763472465332	0
positive	BRCA	BRCA1	ASAP1	0.859842454290782	1.70088668311408e-15	0.9999999999769	0
positive	BRCA	BRCA1	ASXL1	0.749233113417037	5.06394066473209e-10	0.999999999999969	0
positive	BRCA	BRCA1	ATP11B	0.475733993724007	0.930497817324922	0.999295990093582	0
positive	BRCA	BRCA1	ATP1B3	0.026084051436742	0.644503125545703	0.998228277737266	0
positive	BRCA	BRCA1	ATR	0.202538460789036	8.91756410578222e-24	0.999468784950965	0
positive	BRCA	BRCA1	AURKA	0.765648401623702	9.48186609914508e-26	1	0
positive	BRCA	BRCA1	AVPR2	0.334921854336351	1.32469382519986e-19	0.999999941127943	0
positive	BRCA	BRCA1	AZIN1	0.4475082273867	1.4392975029063e-38	0.999999999994525	0
positive	BRCA	BRCA1	B3GNT5	0.0579493085912027	0.347272857482201	0.997295110230428	0
positive	BRCA	BRCA1	BCL6	0.39899272328971	5.66566792765832e-05	0.999869702393859	0
positive	BRCA	BRCA1	BIRC7	0.742505510049799	0.00999014231940113	0.999999999999935	0
positive	BRCA	BRCA1	BRD9	0.20780656358684	0.218578840376755	0.999999924395403	0
positive	BRCA	BRCA1	BST2	0.502930982163765	0.0150042697135166	0.999999995932268	0
positive	BRCA	BRCA1	CA1	0.727422787544546	0.523870083466196	0.999999999999928	0
positive	BRCA	BRCA1	CA3	0.366170377847207	0.570061616527646	0.999999999999928	0
positive	BRCA	BRCA1	CALR	0.108633152950674	0.0209711864245847	0.999999996456718	0
positive	BRCA	BRCA1	CAPRIN2	0.989557276767769	0.00104187194182455	0.999999999998547	0
positive	BRCA	BRCA1	CASP2	0.455042536101279	4.00547179763267e-13	0.999021369455054	0
positive	BRCA	BRCA1	CCNL1	0.00947065922048794	1.49786444099193e-07	0.998927775513816	0
positive	BRCA	BRCA1	CDH26	0.266916854373618	0.382074725940734	0.999999999999995	0
positive	BRCA	BRCA1	CDK5	0.812605282581915	0.0439506910411239	0.999227660049524	0
positive	BRCA	BRCA1	CEBPG	0.00246993808349545	2.21693206843713e-05	0.999999999973586	0
positive	BRCA	BRCA1	CHRD	0.354266681717027	0.00413957901149907	0.999862090471425	0
positive	BRCA	BRCA1	CLDN11	0.502420882798837	1.60344387611466e-13	0.99998571042571	0
positive	BRCA	BRCA1	CLDN18	1	0.341650344554267	0.999743540096582	0
positive	BRCA	BRCA1	CLIP3	0.200148525260696	1.89051972875952e-05	0.999999999999213	0
positive	BRCA	BRCA1	CLK2	0.235070711383928	0.0203313399707515	0.994133560738264	0
positive	BRCA	BRCA1	CLSTN2	0.0290009512081302	2.38640398924492e-09	0.999210014587058	0
positive	BRCA	BRCA1	COL20A1	0.704198773333139	0.109572367768883	0.999999999999979	0
positive	BRCA	BRCA1	COL9A3	0.000930498561504068	0.464732049762548	0.999999999998489	0
positive	BRCA	BRCA1	COLEC10	0.454992463518779	0.84179652069586	0.99999999994954	0
positive	BRCA	BRCA1	COMMD5	0.658880903924208	0.0472265561894219	0.999999978182154	0
positive	BRCA	BRCA1	COPB2	0.774809007602092	3.86118086068788e-05	0.999336778118846	0
positive	BRCA	BRCA1	COPE	0.203699801483738	9.31291371324371e-13	0.999999999034622	0
positive	BRCA	BRCA1	CSMD3	0.628190112838462	0.0162984393043956	0.999999999236686	0
positive	BRCA	BRCA1	CTAG2	0.854278642547826	0.00479254826346984	0.999999856956356	0
positive	BRCA	BRCA1	CTHRC1	0.867482575134226	1.70779480477566e-06	0.99999999999167	0
positive	BRCA	BRCA1	CTSZ	0.0619421909907168	1.44173190538187e-07	0.999999999999955	0
positive	BRCA	BRCA1	CUL1	0.362108671196002	0.150152060310943	0.999301639509921	0.973118279569892
positive	BRCA	BRCA1	CYP11B1	1	0.853920468190982	0.999999997935561	0
positive	BRCA	BRCA1	CYP11B2	0.826599798643633	0.642571276579152	0.999999997935561	0
positive	BRCA	BRCA1	DAP3	0.464391693446243	0.0605691142052185	0.99911970376823	0
positive	BRCA	BRCA1	DCUN1D1	0.943723698822625	2.53834463473252e-20	0.998556815093165	0
positive	BRCA	BRCA1	DDX49	0.0679644832822044	0.00241945597534246	0.99999999402282	0
positive	BRCA	BRCA1	DECR1	0.38351128712523	0.30031831982699	0.999999999822552	0
positive	BRCA	BRCA1	DENND3	0.0197734425839907	8.80837359167225e-05	0.999999978347828	0
positive	BRCA	BRCA1	DGKI	0.187821132352604	0.236936433489875	0.998967948194662	0
positive	BRCA	BRCA1	DHX36	0.394952213574951	3.66575151632046e-15	0.999530498663323	0
positive	BRCA	BRCA1	DMKN	0.751951395884122	0.0128189152811421	0.999999999997478	0
positive	BRCA	BRCA1	DNAH5	0.441558544971516	0.723460064238797	0.999998828777994	0
positive	BRCA	BRCA1	DNAJB1	0.177594265448065	0.79092985921783	0.999999968878904	0
positive	BRCA	BRCA1	DNAJB11	0.03740724193187	0.184928070565269	0.999855373293595	0
positive	BRCA	BRCA1	DNAJB6	0.418982112657204	0.00366954167675017	0.99967526700998	0
positive	BRCA	BRCA1	DNAJC19	0.712309211859919	0.15000476442915	0.999824303143844	0
positive	BRCA	BRCA1	DPY19L4	0.61675908004272	4.22361223972997e-27	0.999999999797784	0
positive	BRCA	BRCA1	DPYS	0.857461932590365	0.00431686580361991	0.999999999987941	0
positive	BRCA	BRCA1	DSCC1	0.647463316213829	1.21638539361185e-35	0.9999999998216	0
positive	BRCA	BRCA1	E2F5	0.246524850515293	4.13261196465361e-10	0.999999999999928	0
positive	BRCA	BRCA1	ECE2	0.0185290735577982	0.859218179465621	0.999605942741493	0
positive	BRCA	BRCA1	ECT2	0.738664884623391	1.31337465883457e-62	0.999936008125198	0
positive	BRCA	BRCA1	EFNA3	0.406110480282769	1.17124318961766e-05	0.99698466870201	0
positive	BRCA	BRCA1	EHHADH	0.319161927169282	0.0962885368738204	0.999811073787049	0
positive	BRCA	BRCA1	EIF2B5	0.204540395646469	0.432820073825927	0.999498585059381	0
positive	BRCA	BRCA1	ELL	0.824100723998684	1.90392282130418e-13	0.999999982692907	0
positive	BRCA	BRCA1	ENY2	0.970031155059383	0.0020491512611746	0.99999999998589	0
positive	BRCA	BRCA1	EPHB3	0.000111537769473907	0.155674600555688	0.999899895640484	0
positive	BRCA	BRCA1	EPPK1	0.922065648648656	0.707864601598785	0.999999990327562	0
positive	BRCA	BRCA1	ETV2	1	2.05471210376207e-07	0.999999999999001	0
positive	BRCA	BRCA1	EXOSC4	0.183248466216384	0.000117816044812323	0.999999970750965	0
positive	BRCA	BRCA1	FAM131B	0.697549401013776	0.695459833211559	0.999181407796147	0
positive	BRCA	BRCA1	FAM187B	0.952415603466492	0.293749121367573	0.99999999999433	0
positive	BRCA	BRCA1	FAM84B	0.497451256569367	4.69961492668495e-15	0.999999999888875	0
positive	BRCA	BRCA1	FARSA	0.56216392377815	0.149243245570297	0.999999993478318	0
positive	BRCA	BRCA1	FATE1	0.804858174302172	0.0653334649679403	0.999999934792411	0
positive	BRCA	BRCA1	FBXL7	0.102150984173349	0.071406127156741	0.999998230848232	0
positive	BRCA	BRCA1	FETUB	0.000687852934198184	0.337282436828447	0.999855373293595	0
positive	BRCA	BRCA1	FFAR2	0.000831787051498385	0.764115719557344	0.999999999997478	0
positive	BRCA	BRCA1	FGF12	0.951985102553548	0.655205812453152	0.999971906431742	0
positive	BRCA	BRCA1	FXYD1	0.650687249890554	2.86669903830334e-20	0.99999999999433	0
positive	BRCA	BRCA1	FYTTD1	0.970452213588449	1.55375291892546e-12	0.999960745696679	0
positive	BRCA	BRCA1	FZD6	0.819048313119356	2.17291555887899e-13	0.99999999999167	0
positive	BRCA	BRCA1	GALNT11	0.11307037660105	0.00713302828149634	0.999901827049136	0
positive	BRCA	BRCA1	GATAD2B	0.549347882349351	1.52750335096213e-10	0.999922878116147	0
positive	BRCA	BRCA1	GDNF	0.6746737381718	0.140662743143792	0.999999990933225	0
positive	BRCA	BRCA1	GDPD4	0.538603776982137	0.759571792591657	0.983469837313888	0
positive	BRCA	BRCA1	GEM	0.153874868163473	3.14143431193008e-13	0.999999999857343	0
positive	BRCA	BRCA1	GIMAP1	0.692847793786355	3.98529894097492e-20	0.999751535149217	0
positive	BRCA	BRCA1	GIMAP4	0.561130496224657	2.21961621472353e-06	0.999747246745431	0
positive	BRCA	BRCA1	GIMAP5	0.945675728070651	2.24158170539837e-12	0.999696992124169	0
positive	BRCA	BRCA1	GIMAP6	0.545766068320786	1.11654884798583e-08	0.999747246745431	0
positive	BRCA	BRCA1	GIMAP8	0.497973712301598	3.00064971325489e-09	0.999848846304322	0
positive	BRCA	BRCA1	GK5	0.825066339685068	0.00026355495748162	0.999148500013149	0
positive	BRCA	BRCA1	GMPS	0.418774250717224	4.50251363424026e-13	0.999712876475044	0
positive	BRCA	BRCA1	GNAS	0.00234966186486964	0.0343968492242572	0.999999999999955	0
positive	BRCA	BRCA1	GNB4	0.755772722074622	4.1720338177037e-08	0.999776057327898	0
positive	BRCA	BRCA1	GOLIM4	0.547161154202211	0.202626238431582	0.999997256021385	0
positive	BRCA	BRCA1	GPR160	0.010153890037241	0.305964679278441	0.999978836861475	0
positive	BRCA	BRCA1	GPR171	0.896511973502338	0.00737394379400834	0.999306713664681	0
positive	BRCA	BRCA1	GPR87	0.15810131004332	0.0665696642979251	0.999593284169532	0
positive	BRCA	BRCA1	GRK7	0.327073191734815	0.220339818128016	0.998443290930643	0
positive	BRCA	BRCA1	H3F3C	0.693020724071109	0.187854099711642	0.999999999999703	0
positive	BRCA	BRCA1	HIST1H1D	0.26791969791821	0.510521258725587	0.999905135358936	0
positive	BRCA	BRCA1	HIST1H4G	0.761405556464452	0.227156385371615	0.999852159545483	0
positive	BRCA	BRCA1	HRASLS	0.0699733918663839	0.446939902358777	0.999989896707676	0
positive	BRCA	BRCA1	HRSP12	0.437125853815309	8.58021473019946e-05	0.999999999750379	0
positive	BRCA	BRCA1	HSPB6	0.128432407911127	5.40498579184886e-10	0.999999999999001	0
positive	BRCA	BRCA1	HTR3C	0.585514313458238	0.235715136704687	0.999259249092551	0
positive	BRCA	BRCA1	IGF2BP2	0.000100612170619439	0.772726984317881	0.999589441783695	0
positive	BRCA	BRCA1	IGSF10	0.211208375784323	0.0368368793757399	0.999545590550074	0
positive	BRCA	BRCA1	INTS4	0.596586218266024	0.0274243784022883	0.96721883495454	0
positive	BRCA	BRCA1	IQCC	0.821097990347041	0.00196231499040604	0.999405177100036	0
positive	BRCA	BRCA1	ITPR2	0.796201413936641	4.04363731133381e-05	0.999999999458988	0
positive	BRCA	BRCA1	KANK2	0.0378198408620868	1.5845694621722e-06	0.99999940793616	0
positive	BRCA	BRCA1	KCNQ3	0.207556010294709	0.686983394323817	0.999999999990355	0
positive	BRCA	BRCA1	KCTD14	0.0392967971729961	0.359127163167796	0.95008951333935	0
positive	BRCA	BRCA1	KCTD15	0.71236912474059	0.277173930895061	0.999999999964316	0
positive	BRCA	BRCA1	KCTD21	0.271123208129264	0.499869409179743	0.894746299695124	0
positive	BRCA	BRCA1	KHDRBS3	3.04790592055632e-05	4.77354199614683e-05	0.99999983829277	0
positive	BRCA	BRCA1	KIAA0355	0.959853690818136	0.0087704482213954	0.999999999997213	0
positive	BRCA	BRCA1	KIAA0907	0.436219472803366	0.198862547197795	0.999784190141134	0
positive	BRCA	BRCA1	KIAA1429	0.113237645671297	1.96546708134311e-14	0.999999999995981	0
positive	BRCA	BRCA1	KIFC2	0.48860274756909	0.58917295948511	0.999999978182154	0
positive	BRCA	BRCA1	KLHL24	0.708879730764235	0.121453001461137	0.999259249092551	0
positive	BRCA	BRCA1	KNG1	0.664517161811261	0.264694616916128	0.999894004556311	0
positive	BRCA	BRCA1	KRAS	0.300267093514442	3.95324552721774e-12	0.999999993252937	0
positive	BRCA	BRCA1	KRBA1	0.947421192478089	1.48508692618581e-08	0.999892244989711	0
positive	BRCA	BRCA1	LGI4	0.925044733999771	2.05527968245677e-16	0.999999999999965	0
positive	BRCA	BRCA1	LIPH	0.261933578452876	0.978154626294429	0.999265885279578	0
positive	BRCA	BRCA1	LMLN	0.547382381530114	5.60437984421774e-16	0.99998467268612	0
positive	BRCA	BRCA1	LRP12	0.400727111768248	0.00163485579359614	0.999999999998057	0
positive	BRCA	BRCA1	LRRC31	0.311507818345675	0.0560422435158021	0.999981539656998	0
positive	BRCA	BRCA1	LY6K	0.204350601478364	0.0647728770504477	0.999999998171052	0
positive	BRCA	BRCA1	MBNL1	8.5933051620652e-06	0.0298222343920092	0.998995341650364	0
positive	BRCA	BRCA1	MCCC1	0.0479014075044765	0.0923141923831216	0.997874629259502	0
positive	BRCA	BRCA1	MECP2	0.55848415257631	0.0568293922853733	0.999999986228622	0
positive	BRCA	BRCA1	MFN1	0.818894439417588	3.32462423669223e-13	0.999750171503093	0
positive	BRCA	BRCA1	MMP16	0.0458587305738372	0.421388774214105	0.999999999851687	0
positive	BRCA	BRCA1	MNX1	0.261038793357291	0.585374837500606	0.999710484055981	0
positive	BRCA	BRCA1	MRPL13	0.470482034388009	6.60504490458864e-07	0.999999999390182	0
positive	BRCA	BRCA1	MRPL47	0.023817352022429	0.269219807628228	0.999778678625135	0
positive	BRCA	BRCA1	MTSS1	0.872367153230329	3.10006004950739e-08	0.99999999997452	0
positive	BRCA	BRCA1	MYC	0.74169442714448	0.0619234917631378	0.999999999536133	0
positive	BRCA	BRCA1	MYNN	0.614672611992583	0.0767207822878176	0.99996222301948	0
positive	BRCA	BRCA1	MYT1	0.23858690006901	1.36704670799331e-06	0.999999999999944	0
positive	BRCA	BRCA1	NACAP1	0.365176740578872	3.02145134198418e-19	0.999999998871702	0
positive	BRCA	BRCA1	NCBP2	0.55464358620022	1.39562535140421e-07	0.999894224921501	0
positive	BRCA	BRCA1	NCEH1	0.0249451113443293	0.0206453658328371	0.999910015773032	0
positive	BRCA	BRCA1	NCOA5	0.111643317464188	5.07318205321176e-14	0.999999999999999	0
positive	BRCA	BRCA1	NDRG1	0.0613034100172114	0.314525200508931	0.999999999691106	0
positive	BRCA	BRCA1	NEU3	0.822559510143383	1.04581041779273e-13	0.993781921275137	0
positive	BRCA	BRCA1	NFIX	0.00146782138433963	0.00484167362714428	0.999999991992397	0
positive	BRCA	BRCA1	NIPAL2	0.906188781721748	2.10195884670439e-06	0.999999999894658	0
positive	BRCA	BRCA1	NMNAT3	0.535190424728232	0.580561092458524	0.999495276934517	0
positive	BRCA	BRCA1	NOV	0.00734311690914523	2.76109803538106e-09	0.999999999910849	0
positive	BRCA	BRCA1	NPHS1	0.272806079746702	0.190754848063392	0.999999999999531	0
positive	BRCA	BRCA1	NUP205	0.605781139073861	4.40312162833837e-35	0.998156276470034	0
positive	BRCA	BRCA1	ODF1	0.65971923535708	0.494786893286728	0.999999999951738	0
positive	BRCA	BRCA1	OPA1	0.963962851162897	1.09218437326914e-23	0.999969585736078	0
positive	BRCA	BRCA1	OPLAH	0.232712863467722	0.226676264550163	0.999999970750965	0
positive	BRCA	BRCA1	OTUD6B	0.814979767435794	2.73527900131868e-31	0.999999999998445	0
positive	BRCA	BRCA1	P2RY1	0.790564026514492	0.592916479756728	0.999099508865033	0
positive	BRCA	BRCA1	P2RY13	0.83773283498601	1.15063694454523e-06	0.999593284169532	0
positive	BRCA	BRCA1	PAAF1	0.0474323823217441	0.00555684215688361	0.968783447615465	0
positive	BRCA	BRCA1	PABPC1	0.312585075284456	0.010438421132957	0.999999999175102	0
positive	BRCA	BRCA1	PARP10	0.73161712605916	0.054051085026138	0.999999970750965	0
positive	BRCA	BRCA1	PDCD10	0.720708938173638	9.64338284096661e-15	0.999993059358131	0
positive	BRCA	BRCA1	PDP1	0.369225574467456	0.248011153263913	0.999999999803936	0
positive	BRCA	BRCA1	PEX2	0.0647258276209265	7.02363459676368e-12	0.999999999999389	0
positive	BRCA	BRCA1	PEX5L	0.451307898243506	0.240473055207252	0.999339652495312	0
positive	BRCA	BRCA1	PGPEP1	0.825412146416558	1.05135590591822e-05	0.999999982692907	0
positive	BRCA	BRCA1	PHACTR3	0.682242032824024	0.228603823522098	0.999999999999959	0
positive	BRCA	BRCA1	PHF20L1	0.406472848894235	2.20235931061274e-26	0.99999999984754	0
positive	BRCA	BRCA1	PIGX	0.122689335983198	2.37870735821454e-10	0.999894224921501	0
positive	BRCA	BRCA1	PIGZ	0.561094809474506	0.199455711114033	0.999894224921501	0
positive	BRCA	BRCA1	PIK3CA	0.611665307599231	0.442026090895592	0.999892082942134	0
positive	BRCA	BRCA1	PIK3CB	0.962185875923955	6.39814543698469e-18	0.999103553950108	0
positive	BRCA	BRCA1	PIP	0.245252412374432	0.23369869637018	0.999269467245404	0
positive	BRCA	BRCA1	PLD1	0.381251506855093	0.973354864960463	0.999982464894459	0
positive	BRCA	BRCA1	PLEKHF2	0.0145588012074798	6.49782292727646e-14	0.999999999929217	0
positive	BRCA	BRCA1	PLVAP	0.906596011924352	3.98659094241157e-19	0.99999999353684	0
positive	BRCA	BRCA1	PPM1L	0.630467375603184	2.97554364616139e-06	0.999758057230671	0
positive	BRCA	BRCA1	PPP1R3D	0.0596076779656221	0.0020227515705069	0.999999999999989	0
positive	BRCA	BRCA1	PPP2R3A	0.689036989984246	0.299227119494787	0.999518528024319	0
positive	BRCA	BRCA1	PRKAG2	0.222841057594325	0.317966389861603	0.999604685952996	0
positive	BRCA	BRCA1	PRODH2	0.89252255361743	0.44905785939708	0.999999999999838	0
positive	BRCA	BRCA1	PRPF6	0.397972034236684	0.488739122309426	0.999999999999944	0
positive	BRCA	BRCA1	PTCH2	0.412586653218329	1.07809266100768e-08	0.975770364529807	0
positive	BRCA	BRCA1	PTK2	0.259114443624432	4.22001908063628e-19	0.999999978347828	0
positive	BRCA	BRCA1	PTN	0.447158372966548	0.00338443737788404	0.99910465032791	0
positive	BRCA	BRCA1	PTPRN2	0.0524842689202865	0.0760817538103966	0.998860000661193	0
positive	BRCA	BRCA1	PTX3	0.020764762574307	0.164353381775141	0.999368633601072	0
positive	BRCA	BRCA1	PYCRL	0.516700905885249	0.457027498488859	0.999999996895551	0
positive	BRCA	BRCA1	PYGO2	0.685709610549101	0.463064365575003	0.997443713547063	0
positive	BRCA	BRCA1	RAI14	0.976737321340874	0.214689766793162	0.999999879155245	0
positive	BRCA	BRCA1	RASA2	0.975808812639408	4.60598381370413e-07	0.99933933373391	0
positive	BRCA	BRCA1	RBM12B	0.727438203534613	5.92165734909152e-44	0.999999999951645	0
positive	BRCA	BRCA1	RECQL	0.618183885137299	9.06839817331373e-13	0.999999998767945	0
positive	BRCA	BRCA1	RELT	0.37689629943757	0.0535512524662308	0.975875728441621	0
positive	BRCA	BRCA1	RFC4	0.022795180359789	1.52645384600065e-14	0.99993239469152	0
positive	BRCA	BRCA1	RGS19	0.790161098496942	9.93763385892116e-07	0.999999999999944	0
positive	BRCA	BRCA1	RHPN1	0.986763632847336	0.024570131235561	0.999999999769289	0
positive	BRCA	BRCA1	RHPN2	0.539236113897919	0.000196414849241306	0.999999999381292	0
positive	BRCA	BRCA1	RNF139	0.559233226991737	3.18774935025365e-19	0.999999999953512	0
positive	BRCA	BRCA1	RPL18A	0.129654090634217	5.8487912173069e-12	0.999999971874107	0
positive	BRCA	BRCA1	RPL35A	0.00418162331011805	7.93404760264539e-13	0.99998467268612	0
positive	BRCA	BRCA1	RRM2B	0.930431435016257	2.49436833431101e-19	0.999999999899991	0
positive	BRCA	BRCA1	RTEL1	0.826647724297523	0.183366530315539	0.999999999999944	0
positive	BRCA	BRCA1	RTP4	0.26099844560677	0.368147508446123	0.99948370486926	0
positive	BRCA	BRCA1	S100A14	0.667653838727307	0.561523137215506	0.999980812849656	0
